Geneid,<2C (LG1),G1,S,G2M,>4C (GG2M),desc,class
Tb11.v5.0904,4947.5,2350.5,2533.0,2977.0,1789.5,glutaredoxin-like protein  putative,<2C (LG1)
Tb11.v5.0905,8403.5,6148.5,5570.5,6219.5,6229.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0906,7063.0,4008.0,4341.0,4084.0,7244.0,variant surface glycoprotein (VSG  atypical)  putative,>4C (GG2M)
Tb11.v5.0907,1783.5,3201.0,3633.5,3909.0,1804.5,variant surface glycoprotein (VSG  atypical)  putative,G2M
Tb11.v5.0908,612.5,176.5,210.0,248.0,86.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0909,2840.5,2187.0,1428.0,1542.0,1281.5,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0910,612.5,7137.0,6961.0,6774.5,6006.0,variant surface glycoprotein (VSG  atypical)  putative,G1
Tb11.v5.0911,612.5,823.0,313.0,534.5,347.0,variant surface glycoprotein (VSG  atypical)  putative,G1
Tb11.v5.0912,6616.5,6922.5,7204.0,7710.0,5972.0,variant surface glycoprotein (VSG  atypical)  putative,G2M
Tb11.v5.0913,3380.0,2034.0,2011.5,2025.0,3494.0,variant surface glycoprotein (VSG  atypical)  putative,>4C (GG2M)
Tb11.v5.0914,5308.5,2296.0,2075.5,2335.0,3658.5,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0915,7655.5,7128.5,7098.0,7605.5,4783.5,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0916,6772.0,1747.5,2717.5,2184.5,4703.5,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0917,612.5,40.5,99.0,33.5,86.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0918,6447.0,3187.0,3179.5,3878.0,4036.5,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0919,612.5,279.5,410.0,136.5,461.5,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0920,5078.5,2934.5,3745.0,2801.0,3794.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0921,612.5,40.5,233.5,82.5,637.0,variant surface glycoprotein (VSG  atypical)  putative,>4C (GG2M)
Tb11.v5.0922,1988.0,1747.5,1700.5,1609.0,1531.5,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative,<2C (LG1)
Tb11.v5.0923,4449.5,4675.5,4878.5,5883.5,4345.5,variant surface glycoprotein (VSG)  putative,G2M
Tb11.v5.0924,4910.5,1211.0,1300.0,1202.5,2601.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0925,6207.5,1961.5,3420.5,2869.0,3235.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0926,11103.0,11277.5,11011.0,11372.0,10636.0,variant surface glycoprotein (VSG  atypical)  putative,G2M
Tb11.v5.0927,8303.0,9367.5,9032.0,9261.5,9173.5,variant surface glycoprotein (VSG  atypical)  putative,G1
Tb11.v5.0928,2901.0,7795.5,7689.5,8338.0,7981.0,variant surface glycoprotein (VSG)  putative,G2M
Tb11.v5.0929,7007.0,3747.5,3832.5,4409.0,3733.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0930,8992.0,5829.5,6055.5,6129.0,6123.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0931,6106.5,6838.5,7634.5,6706.0,6356.5,variant surface glycoprotein (VSG)  putative,S
Tb11.v5.0932,3095.0,2808.0,1731.5,1228.0,2574.5,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0933,4411.0,3457.0,3801.5,3319.0,4693.0,variant surface glycoprotein (VSG)  putative,>4C (GG2M)
Tb11.v5.0934,1460.0,2731.0,2103.5,3241.5,2218.5,variant surface glycoprotein (VSG)  putative,G2M
Tb11.v5.0935,612.5,640.0,778.0,737.0,397.5,variant surface glycoprotein (VSG  atypical)  putative,S
Tb11.v5.0936,612.5,294.5,520.0,444.5,1213.5,variant surface glycoprotein (VSG  atypical)  putative,>4C (GG2M)
Tb11.v5.0937,10267.0,9861.0,10107.0,10360.5,10000.5,variant surface glycoprotein (VSG  atypical)  putative,G2M
Tb11.v5.0938,5915.0,3499.5,3344.0,3866.5,3871.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0939,5692.0,2296.0,2327.5,2184.5,3606.5,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0940,4282.0,2086.0,1909.5,1875.5,1374.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0941,10228.0,10023.0,10059.5,10398.5,10149.5,variant surface glycoprotein (VSG)  putative,G2M
Tb11.v5.0942,5876.5,3485.5,3398.5,3965.5,3906.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0943,4626.0,518.0,313.0,334.5,778.5,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0944,4034.5,1087.5,1692.0,1329.0,1437.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0945,5030.5,4331.5,4840.5,4235.5,5420.5,variant surface glycoprotein (VSG  atypical)  putative,>4C (GG2M)
Tb11.v5.0946,612.5,2839.5,2318.5,2716.0,2991.5,variant surface glycoprotein (VSG)  putative,>4C (GG2M)
Tb11.v5.0947,612.5,626.0,703.0,849.0,1878.0,variant surface glycoprotein (VSG)  putative,>4C (GG2M)
Tb11.v5.0948,612.5,1171.5,1030.5,862.0,505.0,variant surface glycoprotein (VSG  atypical)  putative,G1
Tb11.v5.0949,7086.0,2731.0,1254.0,1466.0,3669.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0950,4721.0,1476.5,1536.0,1980.0,1195.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0951,3214.5,1026.5,1192.0,1654.0,1516.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0952,612.5,1026.5,1164.0,925.0,836.0,variant surface glycoprotein (VSG  atypical)  putative,S
Tb11.v5.0953,5058.0,4849.5,4448.0,5728.5,5092.0,variant surface glycoprotein (VSG  atypical)  putative,G2M
Tb11.v5.0954,612.5,40.5,40.0,82.5,86.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0955,6528.0,7992.5,8759.0,7740.5,8137.0,variant surface glycoprotein (VSG  atypical)  putative,S
Tb11.v5.0956,5766.5,3492.0,2996.5,4011.0,4276.5,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0957,4048.0,4967.0,5218.0,5087.5,6420.0,variant surface glycoprotein (VSG)  putative,>4C (GG2M)
Tb11.v5.0958,4523.5,4331.5,4046.5,5497.0,5702.0,variant surface glycoprotein (VSG  atypical)  putative,>4C (GG2M)
Tb11.v5.0959,5048.0,6561.0,6568.5,7111.0,8865.5,hypothetical protein  conserved,>4C (GG2M)
Tb11.v5.0960,7935.5,7512.0,7158.0,6205.5,8053.5,tRNA-dihydrouridine synthase 4  putative,>4C (GG2M)
Tb11.v5.0961,5457.5,5267.0,6226.5,5873.0,5824.0,hypothetical protein  conserved,S
Tb11.v5.0962,612.5,4413.0,3668.5,3513.0,7154.5,hypothetical protein  conserved,>4C (GG2M)
Tb11.v5.0963,8886.5,5552.5,6893.0,6491.0,3794.0,Uncharacterised ACR  YggU family COG1872  putative,<2C (LG1)
Tb11.v5.0964,5557.5,4590.5,3626.0,4654.5,2203.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0965,8502.5,10557.0,10431.5,10523.5,10711.5,ATP-dependent DEAH-box RNA helicase  putative,>4C (GG2M)
Tb11.v5.0966,7134.5,2741.5,2778.0,2821.0,2536.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0967,10449.0,7331.5,7658.5,5716.5,6216.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0968,5817.0,8336.5,7450.0,6790.5,7169.5,hypothetical protein  conserved,G1
Tb11.v5.0969,3341.5,2785.5,3868.5,3909.0,3541.0,hypothetical protein  conserved,G2M
Tb11.v5.0970,2995.0,4669.0,2666.0,3045.0,1789.5,chaperone protein DnaJ  putative,G1
Tb11.v5.0971,9526.5,7024.5,6695.5,7744.5,5675.0,mitochondrial DNA polymerase I protein A  putative,<2C (LG1)
Tb11.v5.0972,2258.5,1838.0,1446.0,875.0,761.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0973,612.5,664.5,507.0,577.5,672.0,variant surface glycoprotein (VSG)  putative,>4C (GG2M)
Tb11.v5.0974,7747.0,7656.0,5981.0,7126.0,6307.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0975,2619.0,1975.0,1465.0,1430.0,1896.5,UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase  putative,<2C (LG1)
Tb11.v5.0976,612.5,640.0,767.0,1031.0,778.5,variant surface glycoprotein (VSG)  putative,G2M
Tb11.v5.0977,3794.5,3766.0,2790.5,2977.0,2914.5,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0978,4094.5,2436.0,2172.5,2506.5,2089.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.0979,2598.0,716.5,925.0,647.5,2039.0,variant surface glycoprotein (VSG  atypical)  putative,<2C (LG1)
Tb11.v5.0980,3638.0,3961.0,4258.0,4327.5,2574.5,variant surface glycoprotein (VSG  atypical)  putative,G2M
Tb11.v5.0981,8787.5,9192.5,8290.5,8688.0,8374.0,variant surface glycoprotein (VSG)  putative,G1
Tb11.v5.0982,2619.0,759.0,907.5,737.0,948.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0983,3314.5,2422.5,3167.0,1966.0,4051.0,hypothetical protein  conserved,>4C (GG2M)
Tb11.1320,4544.0,4056.0,5358.0,3965.5,4170.0,hypothetical protein,S
Tb11.1330,3370.5,1303.5,1489.0,1299.0,1912.0,hypothetical protein,<2C (LG1)
Tb11.1340,3370.5,1619.0,2092.5,1329.0,1984.0,hypothetical protein,<2C (LG1)
Tb11.1350,3524.0,2392.5,2541.5,1745.0,1984.0,hypothetical protein,<2C (LG1)
Tb11.1360,4411.0,3008.5,3727.5,2746.5,3044.5,hypothetical protein,<2C (LG1)
Tb11.v4.0042,5218.0,1982.5,3009.0,2389.0,2941.0,variant surface glycoprotein (VSG  pseudogene)  fragment,<2C (LG1)
Tb11.v4.0043,2943.0,1220.5,1783.0,1299.0,1595.5,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1)
Tb11.v4.0044,11461.0,11379.0,11401.0,11371.0,11378.5,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1)
Tb11.v5.0984,6190.5,5002.0,4977.5,4928.5,5788.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0985,8188.0,7939.0,8759.0,9048.5,8367.0,variant surface glycoprotein (VSG)-related  putative,G2M
Tb11.v5.0986,612.5,40.5,40.0,33.5,86.0,sugar transporter  putative,<2C (LG1)
Tb11.v5.0987,4490.0,3606.5,4372.0,3577.5,3086.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0988,4225.5,2887.5,2931.0,2470.5,3586.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0989,4721.0,4008.0,4749.0,4112.0,3474.5,hypothetical protein  conserved,S
Tb11.v5.0990,10478.5,11472.0,11607.0,11391.5,11503.0,hypothetical protein  conserved,S
Tb11.v5.0991,8253.0,9557.0,8921.0,9143.0,7295.0,protein phosphatase 2C  putative,G1
Tb11.1410,8928.5,5530.5,4680.0,5307.5,5394.5,Ring finger domain containing protein  putative,<2C (LG1)
Tb11.1400,8875.5,6352.5,7372.0,6637.0,7125.0,hypothetical protein  conserved (pseudogene),<2C (LG1)
Tb11.1390,6286.5,7343.5,5817.5,6024.5,5861.5,hypothetical protein  conserved,G1
Tb11.1380,612.5,208.5,336.0,182.5,672.0,hypothetical protein  conserved,>4C (GG2M)
Tb11.1370,6967.0,3615.5,4104.0,4027.5,3669.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.1064,5036.5,2106.0,2453.0,2184.5,2254.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0992,3794.5,2296.0,3079.0,1626.0,2243.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.0993,3598.0,2908.0,3767.5,2566.5,1912.0,hypothetical protein  conserved,S
Tb11.v5.0994,2813.0,1394.5,1977.0,1514.5,1595.5,hypothetical protein  conserved,<2C (LG1)
Tb11.1430,6459.5,4879.0,4398.0,4522.0,4468.5,variant surface glycoprotein (VSG  pseudogene)  putative,<2C (LG1)
Tb11.1440,612.5,498.0,562.5,464.0,778.5,variant surface glycoprotein (VSG  pseudogene)  fragment,>4C (GG2M)
Tb11.1450,7267.0,5077.5,4493.5,5862.5,6270.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.1780,9973.0,10432.5,10646.5,10339.5,10016.5,retrotransposon hot spot protein 1 (RHS1  pseudogene)  putative,S
Tb11.1790,7007.0,7857.5,7786.5,8089.5,8948.5,retrotransposon hot spot protein (RHS  pseudogene)  putative,>4C (GG2M)
Tb11.v5.0995,612.5,1747.5,1278.5,1626.0,1453.5,hypothetical protein  conserved,G1
Tb11.v5.0996,612.5,398.0,336.0,534.5,3474.5,hypothetical protein  conserved,>4C (GG2M)
Tb11.v5.0997,612.5,3284.0,3487.0,3154.0,8667.5,hypothetical protein  conserved,>4C (GG2M)
Tb11.v5.0998,8262.0,7049.5,6961.0,6262.0,7880.5,methionine aminopeptidase  putative,<2C (LG1)
Tb11.v5.0999,6334.0,5104.5,5777.0,5454.0,8933.0,Domain of Unknown Function (DUF1042)  putative,>4C (GG2M)
Tb11.v5.1000,11460.0,11548.0,11588.0,11422.0,11324.0,hypothetical protein  conserved,S
Tb11.v5.1001,2982.0,2086.0,2949.5,1382.0,2016.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.1002,3394.0,2062.0,2612.0,1779.5,1660.5,hypothetical protein  conserved,<2C (LG1)
Tb11.1540,4122.5,2751.5,4104.0,2589.0,2747.0,hypothetical protein,<2C (LG1)
Tb11.v5.1003,4978.5,2358.5,2894.5,2290.0,2514.5,hypothetical protein  conserved,<2C (LG1)
Tb11.1550,4776.0,3723.5,5164.0,4662.5,5003.0,hypothetical protein,S
Tb11.v5.1004,11718.0,11718.0,11716.0,11718.0,11717.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.1005,11630.0,11647.0,11634.0,11631.0,11581.0,hypothetical protein  conserved,G1
Tb11.v5.1006,4439.5,3120.0,3626.0,2977.0,2550.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.1007,4626.0,2479.0,3246.5,2530.5,2505.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.1008,8756.5,9980.5,10450.0,9820.0,9827.0,variant surface glycoprotein (VSG)  putative,S
Tb11.v5.1009,612.5,2731.0,2790.5,2168.5,2190.0,variant surface glycoprotein (VSG)  putative,S
Tb11.v5.1010,8657.0,4960.0,6302.0,4841.0,5657.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.1011,11405.0,11642.0,11646.0,11646.0,11621.0,calpain-like cysteine peptidase  putative,S
Tb11.v5.1012,612.5,4560.0,5419.0,4908.0,4096.5,2-oxoisovalerate dehydrogenase beta subunit  mitochondrial precursor  putative,S
Tb11.v5.1013,6116.5,4373.5,5044.5,4394.5,4266.0,Protein prenyltransferase alpha subunit repeat  putative,<2C (LG1)
Tb11.v5.1014,5981.0,5344.0,4977.5,4962.5,5075.5,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.1015,9652.5,9296.5,9931.0,10106.0,9983.5,expression site-associated gene 4 (ESAG4) protein  putative,G2M
Tb11.v5.1016,8318.0,10897.5,10956.0,11009.0,10620.0,receptor-type adenylate cyclase GRESAG 4 (pseudogene)  putative,G2M
Tb11.v5.1017,612.5,1115.5,1692.0,1479.0,874.5,variant surface glycoprotein (VSG)  putative,S
Tb11.v5.1018,5682.0,6255.5,5479.0,5042.5,6499.0,variant surface glycoprotein (VSG)  putative,>4C (GG2M)
Tb11.v5.1019,3462.5,1059.5,1502.0,1391.5,1213.5,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.1020,10712.0,11416.0,11425.0,11379.0,10577.0,retrotransposon hot spot (RHS) protein  putative,S
Tb11.v5.1021,9666.5,8431.0,9457.0,8328.0,9068.5,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.1022,5369.0,9505.5,9332.5,9695.5,9259.5,protein kinase  putative,G2M
Tb11.v5.1023,6464.5,3336.0,4117.0,3216.0,6749.5,variant surface glycoprotein (VSG)  putative,>4C (GG2M)
Tb11.v5.1024,10497.5,10786.0,11254.5,11134.0,11157.5,variant surface glycoprotein (VSG  atypical)  putative,S
Tb11.v5.1025,9681.0,11049.5,11116.0,10855.5,10411.0,variant surface glycoprotein (VSG)  putative,S
Tb11.01.6241,7260.0,2534.5,3157.0,3332.5,2631.5,expression site-associated gene (ESAG) protein  putative,<2C (LG1)
Tb11.01.6251,7282.0,8259.5,7372.0,7902.5,7494.0,expression site-associated gene 11 (ESAG11) protein  putative,G1
Tb11.v5.1026,5105.0,10009.0,10697.5,10619.0,10313.0,procyclin-associated gene 2-like protein  putative,S
Tb11.v5.1027,1783.5,4365.0,3503.0,3065.5,4498.5,procyclin-associated gene 2-like protein  putative,>4C (GG2M)
Tb11.v5.1028,4104.0,2581.5,2036.0,2237.0,3185.0,variant surface glycoprotein (VSG)  putative,<2C (LG1)
Tb11.v5.1029,8723.0,10659.5,10599.0,10016.5,9668.5,variant surface glycoprotein (VSG)  putative,G1
Tb11.v5.1030,4465.0,2358.5,2251.5,2058.5,3586.0,hypothetical protein  conserved,<2C (LG1)
Tb11.v5.1031,8742.0,9994.5,9790.0,9916.0,9200.0,hypothetical protein  conserved,G1
Tb11.v5.1032,11081.0,11498.0,11392.0,11596.0,11330.0,variant surface glycoprotein (VSG)  putative,G2M
Tb11.1620,11720.0,11721.0,11720.0,11720.0,11720.0,variant surface glycoprotein (VSG  pseudogene)  fragment,G1
Tb11.1610,612.5,2760.5,3344.0,2686.0,3021.0,variant surface glycoprotein (VSG  pseudogene)  putative,S
Tb11.v5.1033,2180.0,2839.5,4364.5,4598.0,2203.5,variant surface glycoprotein (VSG)  putative,G2M
Tb11.v5.1034,2221.0,1043.5,832.0,1003.0,697.5,heat shock protein 70 (hsp70)  putative,<2C (LG1)
Tb11.v5.1035,2943.0,3361.0,2764.5,3642.0,2050.0,heat shock protein 70 (hsp70)  putative,G2M
Tb11.v5.1036,10583.5,8031.0,7536.0,7027.5,8420.5,gamma-tubulin complex subunit  putative,<2C (LG1)
Tb11.v5.1037,4411.0,8496.0,7969.5,8676.0,9009.5,variant surface glycoprotein (VSG)  putative,>4C (GG2M)
Tb11.v5.1038,11663.0,11688.0,11691.0,11689.0,11661.0,calpain-like cysteine peptidase  putative,S
Tb11.v5.1039,8128.5,9713.0,9960.0,9681.0,9173.5,nuclear cap binding complex subunit CBP110  putative,S
Tb11.v5.1040,5090.0,6897.0,7377.0,7099.5,5145.5,mismatch repair protein  putative,S
Tb11.v5.1041,612.5,3367.5,3197.0,3319.0,6038.0,hypothetical protein  conserved,>4C (GG2M)
Tb11.v5.1042,5379.0,4145.5,1848.0,3380.5,2884.5,RNA-editing complex protein  putative,<2C (LG1)
Tb11.v5.1043,9134.0,7167.0,6900.0,7365.0,6917.0,nucleobase/nucleoside transporter 8.1  putative,<2C (LG1)
Tb11.v5.1044,10973.5,11124.0,11260.0,11050.0,11067.0,nucleobase/nucleoside transporter 8.1  putative,S
Tb11.v5.1045,9592.0,10695.5,10516.5,10279.5,10411.0,protein kinase  putative,G1
Tb11.v5.1046,7564.5,8160.0,7297.0,8219.0,8125.0,elongation factor 1-alpha  putative,G2M
Tb11.v5.1047,2180.0,2206.0,2144.5,2617.5,1338.5,variant surface glycoprotein (VSG  atypical)  putative,G2M
Tb11.v5.1048,2574.5,543.0,778.0,517.0,531.0,protein kinase  putative,<2C (LG1)
Tb11.v5.1049,6066.0,4560.0,5044.5,4552.0,4330.5,nucleobase/nucleoside transporter 8.1  putative,<2C (LG1)
Tb11.v5.1050,6216.0,5196.0,4722.5,4674.0,6659.5,DNA polymerase kappa  putative,>4C (GG2M)
Tb11.v5.1051,7352.5,6265.5,5898.0,6755.5,5526.5,nucleobase/nucleoside transporter 8.1  putative,<2C (LG1)
Tb11.v5.1052,8347.5,6561.0,6664.0,7167.0,6199.5,nucleobase/nucleoside transporter 8.1  putative,<2C (LG1)
Tb11.v5.1053,1914.0,3120.0,2750.5,3909.0,3812.0,DIS3-like exonuclease  putative,G2M
Tb11.v5.1054,8529.0,6754.0,6469.0,7426.5,6836.0,nucleobase/nucleoside transporter 8.1  putative,<2C (LG1)
Tb11.v5.1055,2180.0,176.5,210.0,204.0,397.5,73 kDa paraflagellar rod protein  putative,<2C (LG1)
Tb11.v5.1056,11277.0,11529.0,11430.0,11611.0,11457.0,DNA polymerase kappa  putative,G2M
Tb11.v5.1057,9757.0,4684.0,4200.5,5273.5,5248.0,protein kinase  putative,<2C (LG1)
Tb11.v5.1058,9692.0,7493.5,7098.0,8379.0,7419.5,DNA polymerase kappa  putative,<2C (LG1)
Tb11.v5.1059,612.5,554.5,293.0,82.5,213.0,40S ribosomal protein S4  putative,<2C (LG1)
Tb927.1.05,1988.0,2581.5,3678.5,3264.5,3510.5,variant surface glycoprotein (VSG)  putative,S
Tb927.1.10,9025.5,4719.0,5256.0,4636.5,3335.5,hypothetical protein,<2C (LG1)
Tb927.1.20,10200.5,10883.0,10951.5,11245.0,10767.0,expression site-associated gene 3 (ESAG3)  pseudogene,G2M
Tb927.1.30,9833.5,10452.0,10057.5,10219.5,10119.0,hypothetical protein,G1
Tb927.1.40,11723.0,11723.0,11723.0,11723.0,11723.0,hypothetical protein,<2C (LG1)
Tb927.1.60,11335.0,11552.0,11530.0,11533.0,11274.0,RNA polymerase (pseudogene)  putative,G1
Tb927.1.70,9245.0,10428.0,10569.0,10525.0,9852.0,retrotransposon hot spot protein 4 (RHS4)  putative,S
Tb927.1.90,10547.0,11298.5,11242.0,11164.5,10664.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,G1
Tb927.1.100,11619.0,11673.0,11667.0,11688.0,11614.0,RNA polymerase (pseudogene)  putative,G2M
Tb927.1.110,4916.5,5144.5,4857.0,4973.5,3248.5,hypothetical protein  conserved,G1
Tb927.1.120,10273.0,11407.0,11384.0,11381.0,11206.0,retrotransposon hot spot protein 4 (RHS4)  putative,G1
Tb927.1.180,10934.0,11232.0,11185.0,11178.0,11201.0,retrotransposon hot spot protein 1 (RHS1)  putative,G1
Tb927.1.190,11487.0,11249.0,11132.0,11363.0,11279.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,<2C (LG1)
Tb927.1.220,10565.5,11152.0,11191.0,11118.5,11200.0,retrotransposon hot spot protein 1 (RHS1)  putative,>4C (GG2M)
Tb927.1.240,11703.0,11702.0,11700.0,11696.0,11682.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,<2C (LG1)
Tb927.1.270,10327.0,10906.0,10900.0,10991.0,9916.5,hypothetical protein,G2M
Tb927.1.275,10688.0,11408.0,11465.0,11424.5,11239.5,expression site-associated gene 4 (ESAG4)  pseudogene,S
Tb927.1.280,10142.0,9081.5,9761.0,9217.5,8922.5,Protein of unknown function (DUF1181)  putative,<2C (LG1)
Tb927.1.290,11667.0,11706.0,11703.0,11709.0,11693.0,leucine-rich repeat protein (LRRP)  putative,G2M
Tb927.1.300,11701.0,11679.0,11689.0,11684.0,11668.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,<2C (LG1)
Tb927.1.320,4563.0,6282.5,6923.0,7212.0,8273.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,>4C (GG2M)
Tb927.1.330,6492.0,6901.5,8427.5,8520.5,8624.5,retrotransposon hot spot protein (RHS  pseudogene)  putative,>4C (GG2M)
Tb927.1.350,11290.0,11361.0,11423.0,11443.0,11241.5,retrotransposon hot spot protein (RHS  pseudogene)  putative,G2M
Tb927.1.370,11577.0,11656.0,11647.0,11666.0,11555.0,leucine-rich repeat protein (LRRP)  putative,G2M
Tb927.1.380,6680.5,9705.5,9192.0,9882.0,9095.5,Protein of unknown function (DUF1181)  putative,G2M
Tb927.1.400,10380.0,10760.5,10082.5,10556.5,9711.5,hypothetical protein  conserved,G1
Tb927.1.410,7980.5,10634.0,10668.0,10626.5,10705.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,>4C (GG2M)
Tb927.1.420,10454.0,9982.0,9755.5,10490.5,9056.0,retrotransposon hot spot protein 5 (RHS5)  putative,G2M
Tb927.1.430,11682.0,11677.0,11688.0,11677.0,11649.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,S
Tb927.1.450,11672.0,11668.0,11675.0,11645.0,11617.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,S
Tb927.1.470,6042.0,10513.0,10328.5,10556.5,9696.5,Protein of unknown function (DUF1181)  putative,G2M
Tb927.1.480,11643.0,11670.0,11656.0,11676.0,11564.0,leucine-rich repeat protein (LRRP)  putative,G2M
Tb927.1.490,5756.5,6595.5,6134.0,7710.0,6377.5,hypothetical protein,G2M
Tb927.1.500,11551.0,11640.0,11648.0,11619.0,11549.0,retrotransposon hot spot protein (RHS  pseudogene)  putative,S
Tb927.1.520,11187.0,8216.0,7562.5,6850.0,7161.5,variant surface glycoprotein  fragment,<2C (LG1)
Tb927.1.530,9951.0,8895.0,8968.5,9039.0,9126.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.540,8094.0,10972.0,11223.0,11063.0,10935.0,DNA-directed RNA polymerase III  putative,S
Tb927.1.560,8502.5,8649.0,8523.0,8735.0,6960.0,WD domain  G-beta repeat  putative,G2M
Tb927.1.570,612.5,6235.0,6976.0,5917.0,4231.5,Histone-lysine N-methyltransferase  H3 lysine-76 specific,S
Tb927.1.580,9058.5,9326.0,8921.0,9722.5,9313.0,phosphate-repressible phosphate permease  putative,G2M
Tb927.1.600,6324.5,8857.0,8116.5,8720.5,8667.5,phosphate-repressible phosphate permease  putative,G1
Tb927.1.610,1460.0,5979.5,4990.5,6470.5,8409.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.1.630,4810.5,3799.0,3626.0,3545.0,3586.0,histone chaperone ASF1A,<2C (LG1)
Tb927.1.640,7587.0,9347.5,10649.5,10721.0,10090.0,BRCA2,G2M
Tb927.1.650,7130.0,3753.5,4462.5,4252.5,3214.5,conserved protein  unknown function,<2C (LG1)
Tb927.1.670,2682.0,5295.0,6334.0,6229.5,6334.5,conserved protein  unknown function,>4C (GG2M)
Tb927.1.690,6724.5,6016.0,5898.0,6996.5,8286.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.1.700,7301.5,6186.0,4224.5,2840.5,4703.5,phosphoglycerate kinase,<2C (LG1)
Tb927.1.710,8466.0,5561.5,4540.5,4112.0,2786.0,phosphoglycerate kinase,<2C (LG1)
Tb927.1.720,9988.0,6595.5,3127.0,3992.5,3021.0,phosphoglycerate kinase,<2C (LG1)
Tb927.1.730,1460.0,4341.0,3697.0,2456.5,6917.0,NADH-ubiquinone oxidoreductase complex I subunit  putative,>4C (GG2M)
Tb927.1.740,612.5,2392.5,4293.5,2102.5,2819.0,phosphatidylinositol-4-phosphate 5-kinase related,S
